50,-783.188140 
100,50.314203 
150,10.339009 
200,10.339009 
250,10.339009 
300,47.417008 
350,10.404895 
400,11.016885 
450,50.924785 
500,10.203011 
550,10.404895 
600,10.540893 
650,10.540893 
700,10.540893 
750,10.540893 
800,10.404895 
850,10.540893 
900,7.653556 
950,7.653556 
1000,7.517558 
1050,10.540893 
1100,10.404895 
1150,10.404895 
1200,10.540893 
1250,10.540893 
1300,10.404895 
1350,10.812888 
1400,10.812888 
1450,10.404895 
1500,10.404895 
1550,10.540893 
1600,10.540893 
1650,10.540893 
1700,10.540893 
1750,10.540893 
1800,10.540893 
1850,10.540893 
1900,10.540893 
1950,10.540893 
2000,10.540893 
2050,10.540893 
2100,10.540893 
2150,10.540893 
2200,10.540893 
2250,10.404895 
2300,10.540893 
2350,10.404895 
2400,10.540893 
2450,10.540893 
2500,10.540893 
2550,10.540893 
2600,10.812888 
2650,10.404895 
2700,10.404895 
2750,10.404895 
2800,10.812888 
2850,10.404895 
2900,10.404895 
2950,10.404895 
3000,10.540893 
3050,10.404895 
3100,10.404895 
3150,10.404895 
3200,10.540893 
3250,10.540893 
3300,10.540893 
3350,10.540893 
3400,10.540893 
3450,10.540893 
3500,10.540893 
3550,10.540893 
3600,10.540893 
3650,10.540893 
3700,10.540893 
3750,10.540893 
3800,10.540893 
3850,10.540893 
3900,10.540893 
3950,10.540893 
4000,10.540893 
4050,10.540893 
4100,10.540893 
4150,10.404895 
4200,10.404895 
4250,10.540893 
4300,10.404895 
4350,10.404895 
4400,10.404895 
4450,10.540893 
4500,10.404895 
4550,10.540893 
4600,10.404895 
4650,10.404895 
4700,10.404895 
4750,10.404895 
4800,10.404895 
4850,10.404895 
4900,10.404895 
4950,10.404895 
5000,10.540893 
5050,10.540893 
5100,10.404895 
5150,10.404895 
5200,10.404895 
5250,10.404895 
5300,10.404895 
5350,10.404895 
5400,10.540893 
5450,10.404895 
5500,10.404895 
5550,10.404895 
5600,10.404895 
5650,10.404895 
5700,10.404895 
5750,10.404895 
5800,10.404895 
5850,10.404895 
5900,10.404895 
5950,10.404895 
6000,10.404895 
6050,10.404895 
6100,10.404895 
6150,10.404895 
6200,10.404895 
6250,10.404895 
6300,10.404895 
6350,10.404895 
6400,10.404895 
6450,10.404895 
6500,10.404895 
6550,10.404895 
6600,10.404895 
6650,10.404895 
6700,10.404895 
6750,10.404895 
6800,10.404895 
6850,10.404895 
6900,10.404895 
6950,10.404895 
7000,10.404895 
7050,10.404895 
7100,10.404895 
7150,10.404895 
7200,10.404895 
7250,10.404895 
7300,10.404895 
7350,10.404895 
7400,10.404895 
7450,10.404895 
7500,10.404895 
7550,10.404895 
7600,10.404895 
7650,10.404895 
7700,10.404895 
7750,10.404895 
7800,10.404895 
7850,10.404895 
7900,10.404895 
7950,10.404895 
8000,10.404895 
8050,10.404895 
8100,10.404895 
8150,10.404895 
8200,10.404895 
8250,10.404895 
8300,10.404895 
8350,10.404895 
8400,10.404895 
8450,10.404895 
8500,10.404895 
8550,10.404895 
8600,10.404895 
8650,10.404895 
8700,10.404895 
8750,10.404895 
8800,10.404895 
8850,10.404895 
8900,10.404895 
8950,10.404895 
9000,10.404895 
9050,10.404895 
9100,10.404895 
9150,10.404895 
9200,10.404895 
9250,10.404895 
9300,10.404895 
9350,10.404895 
9400,10.404895 
9450,10.404895 
9500,10.404895 
9550,10.404895 
9600,10.404895 
9650,10.540893 
9700,10.404895 
9750,10.404895 
9800,10.404895 
9850,10.540893 
9900,10.540893 
9950,10.540893 
10000,10.540893 
50,50.448793 
50,11.220882 
100,-786.620172 
150,50.451609 
200,50.042208 
250,50.450201 
300,50.244796 
350,11.220882 
400,11.220882 
450,-826.324075 
500,8.333544 
550,10.948886 
600,11.220882 
650,-822.690159 
700,10.948886 
750,10.948886 
800,10.948886 
850,11.220882 
900,10.948886 
950,11.220882 
1000,10.404895 
1050,10.948886 
1100,10.948886 
50,47.085463 
100,48.031110 
150,10.747002 
200,48.302402 
250,10.540893 
300,-789.311962 
350,47.221461 
50,50.448793 
100,-792.945879 
150,10.950999 
200,10.540893 
250,10.747002 
300,10.747002 
350,10.339009 
400,10.812888 
450,10.339009 
500,10.404895 
550,10.339009 
50,47.085463 
100,48.098405 
150,46.815580 
200,50.178909 
250,50.992784 
300,47.290868 
350,50.584790 
400,50.312795 
450,7.653556 
500,7.653556 
550,7.653556 
600,11.220882 
650,7.110973 
700,10.540893 
750,10.948886 
800,47.562864 
850,10.540893 
900,10.540893 
50,50.043616 
100,10.744889 
150,7.314970 
200,7.790962 
50,47.357459 
100,46.609471 
150,-786.889351 
200,50.587607 
250,50.380794 
300,-782.986256 
350,48.028998 
400,48.028998 
450,-826.324075 
500,10.406303 
550,10.540893 
600,46.882875 
650,10.406303 
700,47.553006 
750,10.404895 
800,50.244796 
850,50.176797 
900,10.747002 
950,10.540893 
1000,47.553006 
1050,10.747002 
1100,48.370401 
1150,10.747002 
1200,10.540893 
1250,10.540893 
1300,11.220882 
1350,10.540893 
1400,10.747002 
1450,10.540893 
1500,10.540893 
1550,10.540893 
1600,10.948886 
1650,10.540893 
1700,11.220882 
1750,10.406303 
1800,10.406303 
1850,10.814297 
1900,11.220882 
1950,10.406303 
2000,10.540893 
2050,10.406303 
2100,10.406303 
2150,10.406303 
2200,10.884408 
2250,10.884408 
2300,10.406303 
2350,10.406303 
2400,10.406303 
2450,10.406303 
2500,10.406303 
2550,10.406303 
2600,10.884408 
2650,10.814297 
2700,10.406303 
2750,10.884408 
2800,10.540893 
2850,10.406303 
2900,10.406303 
2950,10.406303 
3000,10.406303 
3050,10.406303 
3100,10.406303 
3150,10.406303 
3200,10.406303 
3250,10.406303 
3300,11.088405 
3350,10.406303 
3400,11.018293 
3450,-822.824748 
3500,11.018293 
3550,11.018293 
3600,11.018293 
3650,10.814297 
3700,10.814297 
3750,10.814297 
3800,10.406303 
3850,10.814297 
3900,10.814297 
3950,10.406303 
4000,10.406303 
4050,10.406303 
4100,10.406303 
4150,11.086292 
4200,10.540893 
4250,-822.690159 
4300,10.540893 
4350,-822.824748 
4400,10.540893 
4450,10.540893 
4500,10.540893 
4550,10.406303 
4600,10.540893 
4650,10.812888 
4700,10.812888 
4750,10.812888 
4800,10.812888 
4850,10.812888 
4900,10.812888 
4950,10.747002 
5000,10.540893 
5050,10.540893 
5100,10.812888 
5150,10.747002 
5200,10.812888 
5250,10.540893 
5300,10.747002 
5350,10.540893 
5400,10.747002 
5450,10.747002 
5500,10.747002 
5550,10.747002 
5600,10.747002 
5650,10.747002 
5700,10.747002 
5750,10.747002 
5800,10.747002 
5850,10.747002 
5900,10.747002 
5950,10.747002 
6000,10.747002 
6050,10.747002 
6100,10.747002 
6150,11.220882 
6200,11.220882 
6250,11.220882 
6300,11.220882 
6350,10.747002 
6400,10.747002 
6450,10.747002 
6500,11.220882 
6550,11.220882 
6600,11.220882 
6650,11.220882 
6700,11.220882 
6750,10.948886 
6800,11.220882 
6850,11.220882 
6900,11.220882 
6950,11.220882 
7000,11.220882 
7050,11.220882 
7100,11.220882 
7150,10.540893 
7200,11.220882 
7250,11.220882 
7300,11.220882 
7350,11.220882 
7400,10.948886 
7450,10.406303 
7500,11.220882 
7550,10.540893 
7600,10.814297 
7650,10.540893 
7700,10.540893 
7750,10.540893 
7800,10.540893 
